Provider_Number,FY_2014_Readmissions ,Number_of_Pneumonia_Cases,Excess_Readmission_Ratio_Pneumonia,No_of_Heart_Failure_Cases,Excess_Readmission_Ratio_Heart_Failure,No_Acute_Myocardial_Infarction_Cases,Acute_Myocardial_Infarction
190183,0.9989,62,1.012859,50,1.040071,14,0.000000
190184,1.0000,66,0.991476,31,0.951271,2,0.000000
190190,0.9981,26,0.985136,137,1.015693,6,0.000000
190199,1.0000,7,0.000000,0,0.000000,0,0.000000
190201,1.0000,25,0.997333,10,0.000000,1,0.000000
190202,0.9978,117,1.077850,199,0.979878,77,1.020108
190204,0.9945,110,1.024503,111,1.127204,44,1.013995
190205,0.9975,137,0.997726,238,1.101078,61,0.991125
190208,0.9927,49,1.110680,53,1.017379,0,0.000000
190218,1.0000,192,0.939969,82,0.988200,9,0.000000
190236,0.9986,347,0.881257,449,1.039014,134,0.988558
190241,1.0000,6,0.000000,0,0.000000,0,0.000000
190242,1.0000,91,0.943890,134,0.949708,13,0.000000
190245,1.0000,5,0.000000,0,0.000000,0,0.000000
190246,1.0000,0,0.000000,30,0.959987,0,0.000000
190250,0.9973,77,0.943479,177,0.894587,88,1.073323
190251,1.0000,0,0.000000,0,0.000000,0,0.000000
190255,1.0000,0,0.000000,0,0.000000,0,0.000000
190256,1.0000,0,0.000000,0,0.000000,0,0.000000
190257,1.0000,9,0.000000,21,0.000000,0,0.000000
190259,1.0000,0,0.000000,0,0.000000,0,0.000000
190261,1.0000,0,0.000000,0,0.000000,0,0.000000
190263,0.9955,48,0.994953,234,0.955363,306,1.051718
190266,1.0000,0,0.000000,0,0.000000,0,0.000000
190267,1.0000,0,0.000000,0,0.000000,0,0.000000
190268,1.0000,0,0.000000,0,0.000000,0,0.000000
190270,1.0000,0,0.000000,0,0.000000,0,0.000000
190273,1.0000,0,0.000000,0,0.000000,0,0.000000
190274,0.9959,59,1.017609,149,1.091360,90,1.020763
190278,1.0000,0,0.000000,0,0.000000,0,0.000000
190297,1.0000,69,0.952756,18,0.000000,0,0.000000
190298,1.0000,0,0.000000,0,0.000000,0,0.000000
190300,1.0000,0,0.000000,0,0.000000,0,0.000000
190303,1.0000,0,0.000000,0,0.000000,0,0.000000
190304,1.0000,0,0.000000,0,0.000000,0,0.000000
190307,1.0000,0,0.000000,0,0.000000,0,0.000000
200001,0.9992,488,0.934575,291,1.019640,106,0.999169
200002,1.0000,148,0.844992,172,0.956240,17,0.000000
200008,0.9989,173,0.948170,283,1.043187,68,0.968460
200009,1.0000,605,0.937391,1091,0.868120,1115,0.834651
200018,0.9991,164,1.022270,156,0.986671,135,0.922852
200019,1.0000,328,0.975988,442,0.911550,129,0.949001
200020,1.0000,303,0.920079,254,0.985629,112,0.964144
200021,0.9990,265,0.993767,207,0.998633,56,1.090636
200024,0.9996,389,1.017595,452,0.835985,386,0.855678
200025,0.9983,100,0.946695,89,1.045011,25,1.000620
200031,0.9998,122,0.956819,156,0.997314,40,1.015989
200033,0.9998,464,1.015322,688,0.921550,1238,0.865858
200034,1.0000,168,0.876406,226,0.906400,86,0.963767
200037,0.9994,180,0.946466,160,0.986999,38,1.044282
200039,1.0000,472,0.926466,484,0.998847,191,1.000486
200040,0.9980,196,0.993907,164,1.046613,63,0.993269
200041,1.0000,138,0.887125,115,0.897969,33,0.904899
200050,1.0000,266,0.977827,136,0.940474,78,0.952742
200052,0.9999,117,1.001538,79,0.881477,14,0.000000
200063,0.9970,234,0.994374,250,1.078926,58,0.984887
210001,1.0000,1003,0.975366,638,1.000139,257,0.903515
210002,1.0000,195,1.178599,327,1.049436,508,1.175106
210003,1.0000,106,1.162125,308,1.189057,140,1.105102
210004,1.0000,379,1.044329,563,0.987204,158,0.945926
210005,1.0000,915,1.011427,933,1.011772,246,1.046072
210006,1.0000,183,0.960002,296,1.058825,46,1.005517
210007,1.0000,400,0.969618,1026,0.973271,780,0.928159
210008,1.0000,189,1.129487,322,1.064758,23,0.000000
210009,1.0000,290,1.142700,701,1.062149,425,1.057608
210011,1.0000,827,1.028198,820,1.008351,169,0.920753
210012,1.0000,370,1.156361,870,1.008704,418,1.129988
210013,1.0000,97,1.022831,212,1.085796,11,0.000000
210015,1.0000,686,1.056546,1259,1.056651,264,0.942664
210016,1.0000,220,1.028576,573,1.034609,447,1.016394
210017,1.0000,108,0.931294,174,1.008546,31,0.981866
210018,1.0000,414,1.090172,449,1.117572,88,1.155150
210019,1.0000,796,0.938577,1412,0.940931,760,0.987232
210022,1.0000,560,0.967679,621,1.039504,382,1.055044
210023,1.0000,783,1.068795,1065,1.067534,318,1.173050
210024,1.0000,247,1.049999,678,0.993862,682,1.121024
210027,1.0000,693,1.068267,995,1.084254,363,1.019584
210028,1.0000,280,1.006989,470,1.025925,58,0.991128
210029,1.0000,567,1.192485,829,1.228523,174,1.090178
210030,1.0000,176,0.978401,289,0.995481,30,1.038357
210032,1.0000,361,1.069660,343,1.074213,75,0.971870
210033,1.0000,616,1.048723,798,1.018721,215,1.045938
210034,1.0000,310,1.006050,387,1.184898,38,0.946000
210035,1.0000,340,1.170319,437,1.073034,33,1.103963
210037,1.0000,591,1.011076,941,0.977990,105,1.047401
210038,1.0000,121,1.050542,140,1.014639,11,0.000000
210039,1.0000,355,1.002279,524,1.026382,77,1.081867
210040,1.0000,578,1.234342,779,1.185895,146,1.051772
210043,1.0000,969,1.171649,1224,1.126472,214,0.959058
210044,1.0000,586,0.928264,534,0.978809,40,1.018789
210045,1.0000,68,0.939249,55,0.997257,4,0.000000
210048,1.0000,671,1.129347,575,1.078890,109,0.969415
210049,1.0000,384,1.005314,792,1.041498,235,1.164376
210051,1.0000,365,1.300136,489,1.062145,39,1.059592
210054,1.0000,453,1.172939,805,1.092058,183,1.154400
210055,1.0000,108,1.010027,186,1.004248,39,1.075075
210056,1.0000,333,1.235748,1077,1.027288,155,1.151181
210057,1.0000,642,1.092551,513,1.125923,172,1.028485
210058,1.0000,0,0.000000,7,0.000000,0,0.000000
210060,1.0000,96,1.098725,189,1.088372,4,0.000000
210061,1.0000,264,1.047532,304,0.929901,18,0.000000
220001,0.9957,257,0.962515,238,1.121274,62,1.027173
220002,0.9984,531,0.919916,527,1.019406,237,1.029965
220008,0.9977,539,1.047518,401,0.945781,61,0.989348
220010,0.9964,452,1.005003,622,1.072215,132,0.981863
220011,0.9968,349,1.036738,333,1.059273,79,0.896697
220012,0.9976,573,0.926149,1068,0.930688,721,1.058079
220015,0.9988,438,0.975268,399,0.974102,94,1.110608
220016,0.9986,272,0.915731,225,0.937918,44,1.117613
220017,0.9954,154,1.079554,233,1.111748,20,0.000000
220019,0.9936,222,0.994979,207,1.131032,51,0.923876
220020,0.9921,298,1.213641,275,0.973185,57,1.044884
220024,0.9937,321,1.093611,280,1.072890,117,0.942233
220029,0.9966,367,0.990767,398,1.070566,54,1.059799
220030,0.9861,293,1.206399,271,1.018834,29,0.987672
220031,0.9921,281,1.071573,685,1.041111,330,1.243253
220033,0.9991,618,0.964410,689,0.903285,229,1.061080
220035,1.0000,863,0.916322,1006,0.872343,337,0.958163
220036,0.9925,275,1.114409,522,1.019772,366,1.101741
220046,0.9996,614,0.961648,611,0.974451,152,1.041873
220049,0.9914,223,1.072476,212,1.120254,50,1.087700
220050,1.0000,82,0.972597,96,0.919316,13,0.000000
220051,0.9990,141,1.016179,205,1.010383,49,0.956249
220052,0.9973,247,1.068392,314,1.050069,183,0.912048
220058,0.9952,64,1.007935,60,1.077227,17,0.000000
220060,0.9894,614,1.132673,523,1.143718,163,1.061392
220062,1.0000,0,0.000000,0,0.000000,0,0.000000
220063,0.9974,290,1.038355,494,1.010473,130,1.087683
220065,1.0000,225,0.926333,198,0.937159,43,0.959783
220066,1.0000,417,0.959352,464,0.922529,110,0.982937
220067,0.9937,221,1.112507,322,1.103868,82,0.971088
220070,0.9976,779,0.969692,1077,1.045244,165,1.015636
220071,0.9975,781,1.126960,1300,1.019596,805,1.035226
220073,0.9905,388,1.112039,510,1.140473,92,1.024581
220074,0.9917,1756,1.062866,2267,1.138392,1046,1.043200
220075,1.0000,2,0.000000,0,0.000000,0,0.000000
220077,1.0000,835,0.956098,1461,0.947118,1068,0.936979
220080,0.9931,362,1.099517,526,1.066383,134,1.078693
220082,0.9979,272,0.978620,515,1.039674,118,1.012563
220083,0.9995,201,1.010379,276,0.981570,33,0.993258
220084,1.0000,244,0.925085,304,0.941412,59,0.918675
220086,0.9931,713,1.039536,1167,1.081432,657,1.155395
220088,0.9999,64,1.013526,65,0.985396,5,0.000000
220090,0.9912,483,1.059351,554,1.119288,93,1.108619
220095,0.9948,186,1.102358,172,0.936361,54,1.020376
220098,0.9979,193,0.961785,138,1.047070,22,0.000000
220100,0.9977,1025,1.001742,1480,1.047965,307,0.940074
220101,0.9977,493,0.913472,632,1.063446,95,1.033364
220105,0.9959,602,1.002960,658,1.095834,159,1.004305
220108,0.9931,252,1.132385,317,1.072048,68,1.031114
220110,0.9970,483,0.972976,933,0.996443,548,1.159477
220111,0.9927,522,1.099742,575,1.073882,183,1.098211
220116,0.9915,358,1.147861,443,1.081804,438,1.107090
220119,0.9915,411,1.146741,344,1.064235,22,0.000000
220126,0.9955,293,0.990946,596,1.088776,199,1.070546
220135,0.9994,306,1.026612,536,0.924848,164,0.966592
220163,0.9927,960,1.105045,1156,1.056556,823,1.129726
220171,0.9946,767,1.004158,995,1.067815,662,1.104808
220174,1.0000,293,1.000422,350,0.955042,67,0.955319
220175,0.9905,500,1.140596,802,1.067709,153,1.177907
220176,0.9970,310,1.001374,421,1.090909,188,0.962855
220177,0.9985,29,0.987279,30,1.023179,2,0.000000
230002,0.9903,796,1.026911,887,1.239213,319,1.024684
230003,1.0000,101,0.973524,102,0.937555,10,0.000000
230004,1.0000,286,0.940081,412,0.849614,360,0.759055
230005,1.0000,222,0.888743,235,0.874193,88,0.875484
230013,0.9972,57,1.032479,115,1.054248,8,0.000000
230015,1.0000,113,0.990777,141,0.866618,5,0.000000
230017,1.0000,611,0.794964,768,0.864056,383,0.854533
230019,0.9942,977,1.041528,1844,1.074150,526,1.101828
230020,0.9920,799,1.094661,1661,1.121973,1143,1.044081
230021,0.9978,560,0.903707,934,0.933318,416,1.075547
230022,0.9989,222,0.983992,146,1.043815,31,0.960889
230024,0.9889,242,1.068274,760,1.248600,464,1.083324
230029,1.0000,575,0.971834,953,0.914804,388,0.941970
230030,1.0000,266,0.860530,345,0.960394,55,0.939160
230031,0.9992,184,0.986563,270,0.952469,60,1.083787
230035,0.9993,210,0.975806,180,1.015907,15,0.000000
230036,1.0000,294,0.879565,354,0.839611,66,0.859490
230037,0.9950,342,1.062399,152,0.982936,40,0.891256
230038,1.0000,1149,0.954380,1363,0.874277,740,0.866985
230040,1.0000,175,0.964272,159,0.888498,33,0.970398
230041,0.9960,419,0.960019,1097,0.893472,424,1.125551
230046,0.9974,629,1.100900,926,1.078804,326,1.028612
230047,0.9967,882,1.035369,1438,1.031632,617,1.036384
230053,0.9920,410,1.164795,1141,1.166377,560,1.118219
230054,1.0000,200,0.874662,300,0.789841,373,0.793147
230055,1.0000,197,0.928989,189,0.927239,75,0.911682
230058,0.9993,193,0.864360,201,1.018005,39,0.947652
230059,1.0000,207,0.922907,443,0.955508,92,0.977496
230066,1.0000,160,0.935793,138,0.890294,30,0.899396
230069,0.9984,194,1.000093,230,1.037318,23,0.000000
230070,0.9931,663,1.000224,1085,1.159002,681,1.067952
230071,1.0000,0,0.000000,0,0.000000,0,0.000000
230072,1.0000,218,0.953312,165,0.949766,89,0.973308
230075,0.9997,470,1.011489,597,0.962633,125,0.877444
230077,0.9997,462,0.984259,615,1.009489,507,0.926547
230078,0.9961,108,1.048424,44,0.978252,2,0.000000
230080,0.9969,321,1.050249,218,0.995935,54,1.009154
230081,1.0000,173,0.984839,272,0.965857,87,0.968838
230085,0.9985,71,0.881061,62,1.029932,12,0.000000
230089,0.9943,358,1.115227,598,1.088416,128,1.018641
230092,0.9988,766,0.962017,827,1.037980,386,0.985313
230093,1.0000,100,0.935945,103,0.880941,14,0.000000
230095,1.0000,265,0.913841,292,0.891215,33,0.960962
230096,1.0000,155,0.923277,118,0.913106,18,0.000000
230097,1.0000,679,0.971592,998,0.788088,1076,0.990157
230099,1.0000,406,0.944614,410,0.964669,220,0.930136
230100,1.0000,173,0.923762,178,0.967621,19,0.000000
230104,0.9919,225,1.022093,805,1.091035,396,1.143814
230105,1.0000,312,0.866492,462,0.868715,407,0.840304
230106,1.0000,145,0.912592,90,0.953690,8,0.000000
230108,1.0000,102,0.993590,85,0.992494,27,0.963800
230110,1.0000,244,0.828201,130,0.812039,18,0.000000
230117,0.9999,483,1.008749,877,0.976190,851,0.905452
230118,0.9986,118,1.006148,95,1.025282,26,0.988076
230121,1.0000,234,0.887187,157,0.864497,34,0.945087
230130,0.9955,1061,1.151331,2277,1.088731,1068,0.943974
230132,0.9981,260,1.078763,401,0.937892,91,1.047067
230133,1.0000,192,0.880785,107,0.998799,12,0.000000
230141,0.9997,468,1.018197,1310,0.991387,598,0.998945
230142,0.9940,332,1.153445,466,1.040527,120,1.036978
230144,1.0000,0,0.000000,0,0.000000,0,0.000000
230146,0.9943,730,1.048009,966,1.078043,282,1.058253
230151,0.9958,431,1.059576,670,1.080473,234,1.037961
230156,0.9994,851,1.000040,1301,1.020061,827,0.950019
230165,0.9903,413,1.086271,1657,1.147570,503,1.148258
230167,0.9992,431,0.942649,704,1.023031,312,0.941407
230174,1.0000,67,0.954379,58,0.969332,14,0.000000
230176,0.9946,465,1.089047,530,0.985784,143,1.133964
230180,0.9972,135,1.036500,189,0.947999,31,1.091682
230193,0.9935,308,1.067193,367,1.099897,84,0.943594
230195,0.9948,949,1.070196,1755,1.039364,380,1.111559
230197,0.9996,958,1.010964,1064,0.920708,498,0.990747
230207,0.9998,121,0.959806,266,0.955960,46,1.028044
230208,1.0000,61,0.988392,95,0.869080,9,0.000000
230216,0.9897,427,1.112313,532,1.131457,367,1.087401
230217,1.0000,173,0.925709,154,0.915113,28,0.977834
230222,0.9992,629,0.881608,578,1.013990,493,1.007146
230227,0.9968,370,1.021550,880,1.016583,278,1.099758
230230,0.9995,637,0.994271,811,1.020879,449,0.919291
230236,0.9998,181,0.989776,244,0.864717,89,1.012952
230239,1.0000,186,0.955518,138,0.873444,71,0.983834
230241,0.9950,153,1.044573,164,1.047309,12,0.000000
230244,0.9839,441,1.196618,671,1.110197,215,1.158587
230254,0.9986,377,1.050420,568,0.895584,143,1.013340
230259,1.0000,154,0.957865,119,0.936707,17,0.000000
230264,1.0000,0,0.000000,0,0.000000,0,0.000000
230269,0.9916,791,1.141996,1435,1.125345,613,1.056018
230270,0.9967,380,1.056847,288,1.038236,65,0.997931
230273,0.9940,160,0.975663,390,1.211239,140,1.065562
230275,1.0000,0,0.000000,0,0.000000,0,0.000000
230277,0.9961,220,0.964997,546,1.086717,211,0.975576
230279,1.0000,0,0.000000,0,0.000000,0,0.000000
230297,1.0000,46,0.992105,6,0.000000,2,0.000000
230301,1.0000,0,0.000000,0,0.000000,0,0.000000
230302,0.9977,380,1.037991,426,1.002243,126,1.072154
240001,1.0000,244,0.923994,417,0.922962,219,0.892580
240002,0.9997,300,1.031555,418,0.917395,627,0.855197
240004,0.9985,140,1.067846,167,1.070552,66,0.941481
240006,1.0000,49,0.951505,25,0.973957,3,0.000000
240010,1.0000,740,0.902396,1379,0.920575,767,0.856142
240014,0.9996,89,0.946247,80,1.010532,15,0.000000
240018,0.9998,75,0.922731,70,0.987289,26,1.010539
240019,1.0000,44,0.937220,23,0.000000,1,0.000000
240020,1.0000,48,0.948198,71,0.983540,12,0.000000
240022,1.0000,66,0.954574,60,0.999082,5,0.000000
240030,1.0000,97,0.962631,95,0.910180,11,0.000000
240036,0.9995,483,1.043646,788,0.957849,479,0.853764
240038,1.0000,260,0.992490,462,0.925455,296,0.978610
240040,0.9989,146,1.014070,94,0.983759,35,1.059844
240043,1.0000,211,0.911164,102,0.887556,71,0.914054
240044,0.9978,238,1.031577,135,0.927748,32,0.976635
240047,1.0000,254,0.976864,280,0.954593,218,0.935179
240050,0.9992,65,1.047804,114,0.939335,17,0.000000
240052,1.0000,137,0.947740,106,0.978402,35,0.937349
240053,0.9990,533,1.060459,581,0.921763,252,0.969537
240056,0.9997,135,1.014545,118,1.000753,29,0.979936
240057,1.0000,299,0.957935,750,0.906812,597,0.825630
240059,0.9989,76,0.981211,73,1.034690,28,0.968593
240061,1.0000,43,0.994820,10,0.000000,3,0.000000
240063,0.9996,183,1.047369,309,0.838197,290,0.925974
240064,1.0000,144,0.910078,65,0.899145,28,0.989635
240066,1.0000,60,0.975170,77,0.942606,11,0.000000
240069,1.0000,113,0.945610,124,0.904406,24,0.000000
240071,1.0000,97,0.955179,72,0.970997,9,0.000000
240075,0.9961,155,1.069467,225,1.112658,72,0.993872
240076,0.9989,76,1.000611,88,1.030772,6,0.000000
240078,1.0000,299,0.960504,419,0.875353,300,0.978234
240080,0.9991,127,0.904210,233,1.067208,123,0.965051
240084,0.9995,66,1.015639,75,0.925781,32,1.003858
240088,1.0000,186,0.920336,106,0.935053,25,0.964280
240093,0.9997,228,1.020167,286,0.821061,182,0.973028
240100,0.9998,186,0.991907,139,0.881205,28,1.028108
240101,1.0000,99,0.923875,40,0.950812,17,0.000000
240104,0.9992,137,0.965241,106,1.046432,6,0.000000
240106,0.9999,130,0.899545,252,1.011669,246,0.872557
240115,0.9986,214,0.904301,371,0.921477,201,1.087427
240117,0.9978,372,1.006978,227,1.028870,22,0.000000
240132,0.9988,170,1.084855,196,0.989966,23,0.000000
240141,1.0000,62,0.899479,52,0.972325,21,0.000000
240166,0.9849,187,1.055601,154,1.245205,26,0.959724
240187,0.9991,83,0.920188,72,1.033482,11,0.000000
240196,1.0000,0,0.000000,0,0.000000,0,0.000000
240206,1.0000,9,0.000000,9,0.000000,0,0.000000
240207,0.9966,182,1.089368,235,1.093551,56,0.983271
240210,0.9990,250,1.027327,248,1.024186,57,1.039157
240213,0.9997,124,1.021561,130,0.947052,12,0.000000
240214,0.9997,44,1.012632,43,0.999070,7,0.000000
250001,1.0000,146,0.892593,274,0.951076,267,0.993143
250002,1.0000,148,0.937587,80,0.974171,7,0.000000
250004,0.9980,789,1.107138,1026,0.931631,734,0.982656
250006,0.9991,174,0.996335,162,1.024559,27,0.991803
250007,0.9936,188,1.026488,280,1.166730,28,1.000791
250009,0.9912,480,1.141083,539,1.111275,306,0.967287
250010,0.9878,152,1.081692,108,1.051631,7,0.000000
250012,0.9941,68,1.065638,68,1.025332,3,0.000000
250015,0.9978,134,0.973151,158,1.060930,44,1.016538
250017,0.9948,108,1.031307,62,1.059747,18,0.000000
250018,1.0000,4,0.000000,1,0.000000,1,0.000000
250019,0.9956,459,1.009009,961,1.078603,433,1.023046
250020,0.9899,275,1.092622,141,0.995374,9,0.000000
250025,0.9973,199,0.966262,182,1.063991,31,1.030168
250027,1.0000,106,0.961690,32,0.957186,2,0.000000
250031,0.9974,344,1.042430,473,0.984316,142,1.083046
250034,0.9989,379,1.043385,399,0.978212,280,0.981032
250036,1.0000,116,0.992774,121,0.958895,8,0.000000
250038,0.9829,51,1.036332,114,1.238288,8,0.000000
250040,0.9897,576,1.192871,822,1.117186,435,1.073678
250042,0.9825,89,0.996862,370,1.292198,76,1.148058
250043,1.0000,103,0.955370,80,0.986878,6,0.000000
250044,1.0000,146,0.971671,129,0.962377,10,0.000000
250048,0.9994,775,1.016150,1173,1.009245,601,0.988727
250049,0.9885,167,1.057999,77,1.128909,3,0.000000
250050,0.9947,167,1.106638,95,1.024979,13,0.000000
250051,1.0000,33,0.976547,17,0.000000,0,0.000000
250057,0.9981,243,0.992965,201,1.041283,17,0.000000
250058,0.9980,464,1.033684,350,0.969909,47,1.080122
250059,0.9953,182,0.989881,135,1.085274,8,0.000000
250060,0.9989,25,1.025873,22,0.000000,0,0.000000
250061,0.9970,82,0.995250,82,1.039786,0,0.000000
250067,0.9932,137,0.900249,193,1.082052,10,0.000000
250069,1.0000,191,0.889908,236,0.942728,149,0.810740
250072,0.9967,162,1.087371,225,1.055155,92,1.038594
250077,0.9974,177,1.017294,164,1.025776,18,0.000000
250078,0.9958,717,1.030264,950,1.107809,542,1.030732
250079,0.9958,30,1.045003,48,1.018597,2,0.000000
250081,1.0000,96,0.990084,141,0.961278,10,0.000000
250082,0.9991,196,0.996421,490,0.979936,157,1.044499
250084,0.9985,226,1.021466,165,0.980671,36,1.024772
250085,0.9957,141,0.961627,107,1.068062,12,0.000000
250093,0.9851,134,1.108494,335,1.226662,20,0.000000
250094,0.9977,294,1.001197,362,1.068358,156,1.021474
250095,0.9974,73,1.028266,103,1.020729,14,0.000000
250096,0.9981,178,0.955912,185,1.056270,25,1.074089
250097,0.9960,282,1.026629,346,1.085315,175,0.987690
250099,0.9965,182,0.970288,364,1.050692,119,1.112960
250100,1.0000,351,0.855527,242,0.915844,120,0.943526
250102,0.9953,812,1.141976,801,1.035997,320,1.039582
250104,1.0000,652,0.946129,604,0.954749,270,0.936057
250117,0.9822,182,1.136661,144,1.162294,45,0.937703
250122,0.9911,217,1.102305,253,1.071952,57,1.080206
250123,0.9963,115,1.116190,168,1.041730,18,0.000000
250124,0.9912,325,1.017143,197,1.064971,5,0.000000
250126,0.9901,83,1.046064,59,1.153699,1,0.000000
250127,1.0000,2,0.000000,4,0.000000,0,0.000000
250128,0.9976,156,0.990164,107,1.067941,16,0.000000
250134,1.0000,28,0.980150,5,0.000000,1,0.000000
250136,1.0000,0,0.000000,0,0.000000,0,0.000000
250138,0.9982,109,0.960078,111,1.114095,13,0.000000
250141,0.9864,638,1.182899,849,1.041448,556,1.158415
250151,1.0000,0,0.000000,0,0.000000,0,0.000000
250152,1.0000,0,0.000000,0,0.000000,0,0.000000
250162,0.9952,168,1.015962,119,1.081396,17,0.000000
250166,1.0000,0,0.000000,0,0.000000,0,0.000000
260001,0.9934,463,1.072971,434,1.013645,290,1.157669
