Provider_Number,Hospital_Name,Address_1,Address_2,Address_3,City,State,ZIP_Code,County,Phone_Number,Hospital_Type,Hospital_Ownership,Emergency_Services,Staffed_Beds,Total_Discharges,Patient_Days,Gross_Patient_Revenue
110230,EMORY JOHNS CREEK HOSPITAL,6325 HOSPITAL PARKWAY,,,JOHNS CREEK,GA,30097,CHATTOOGA,6784747000,Acute Care Hospitals,Proprietary,"Yes",118,6310,27604,360936
110233,SOUTHEASTERN REGIONAL MEDICAL CENTER,600 PARKWAY NORTH,,,NEWNAN,GA,30265,COWETA,4048448334,Acute Care Hospitals,Proprietary,"No",368,16025,64849,873805
11031,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,,,DUBLIN                        ,GA,31021,LAURENS,4782772701,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,"NO",0,0,0,0
111315,CHARLTON MEMORIAL HOSPITAL,2449 THIRD STREET,,,FOLKSTON,GA,31537,CHARLTON,9124962531,Critical Access Hospitals,Government - Hospital District or Authority,"Yes",897,34418,151553,1735800
120002,MAUI MEMORIAL MEDICAL CENTER,221 MAHALANI STREET,,,WAILUKU,HI,96793,MAUI,8084425101,Acute Care Hospitals,Government - State,"Yes",219,9468,59124,515894
120004,WAHIAWA GENERAL HOSPITAL,128 LEHUA STREET,,,WAHIAWA,HI,96786,HONOLULU,8086218411,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",160,1930,8804,112267
120005,HILO MEDICAL CENTER,1190 WAIANUENUE AVENUE,,,HILO,HI,96720,HAWAII,8089744700,Acute Care Hospitals,Government - State,"Yes",276,7517,39324,360435
120006,CASTLE MEDICAL CENTER,640 ULUKAHIKI ST,,,KAILUA,HI,96734,HONOLULU,8082635500,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",160,7578,35354,395390
120007,KUAKINI MEDICAL CENTER,347 NORTH KUAKINI STREET,,,HONOLULU,HI,96817,HONOLULU,8085362236,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",347,4692,30695,352200
120014,WILCOX MEMORIAL HOSPITAL,3-3420 KUHIO HIGHWAY,,,LIHUE,HI,96766,KAUAI,8082451103,Acute Care Hospitals,Government - Federal,"Yes",72,4054,16795,299079
120019,KONA COMMUNITY HOSPITAL,79-1019 HAUKAPILA STREET,,,KEALAKEKUA,HI,96750,HAWAII,8083229311,Acute Care Hospitals,Government - State,"Yes",94,2916,14516,164791
120022,STRAUB CLINIC AND HOSPITAL,888 SO KING STREET,,,HONOLULU,HI,96813,HONOLULU,8085224000,Acute Care Hospitals,Proprietary,"Yes",159,6788,44084,1137724
120026,PALI MOMI MEDICAL CENTER,98-1079 MOANALUA ROAD,,,AIEA,HI,96701,HONOLULU,8084866000,Acute Care Hospitals,Proprietary,"Yes",128,6253,37644,627950
120028,NORTH HAWAII COMMUNITY HOSPITAL,67 1125 MAMALAHOA HIGHWAY,,,KAMUELA,HI,96743,HAWAII,8088854444,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",33,2281,7411,129149
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,1512 TWELFTH AVENUE ROAD,,,NAMPA,ID,83686,CANYON,2084635000,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",151,5666,17990,284509
130014,WEST VALLEY MEDICAL CENTER,1717 ARLINGTON STREET,,,CALDWELL,ID,83605,CANYON,2084594641,Acute Care Hospitals,Proprietary,"Yes",99,4746,17207,358517
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,,,IDAHO FALLS,ID,83404,BONNEVILLE,2085296211,Acute Care Hospitals,Proprietary,"Yes",293,10365,48796,874559
130025,MADISON MEMORIAL HOSPITAL,450 EAST MAIN STREET,,,REXBURG,ID,83440,MADISON,2083596488,Acute Care Hospitals,Government - Local,"Yes",69,2753,9311,96253
130028,PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,,,POCATELLO,ID,83201,BANNOCK,2082391000,Acute Care Hospitals,Proprietary,"Yes",165,7523,28276,635429
130049,KOOTENAI MEDICAL CENTER,2003 KOOTENAI HEALTH WAY,,,COEUR D'ALENE,ID,83814,KOOTENAI,2086662003,Acute Care Hospitals,Government - Hospital District or Authority,"Yes",247,16536,63613,887077
130063,TREASURE VALLEY HOSPITAL,8800 WEST EMERALD STREET,,,BOISE,ID,83704,ADA,2083735000,Acute Care Hospitals,Proprietary,"No",10,448,783,86845
130065,MOUNTAIN VIEW HOSPITAL,2325 CORONADO STREET,,,IDAHO FALLS,ID,83404,BONNEVILLE,2085572700,Acute Care Hospitals,Proprietary,"Yes",41,2378,7547,256471
130066,NORTHWEST SPECIALTY HOSPITAL,1593 EAST POLSTON AVENUE,,,POST FALLS,ID,83854,KOOTENAI,2082622300,Acute Care Hospitals,Proprietary,"No",34,1082,1938,99056
140002,ALTON MEMORIAL HOSPITAL,ONE MEMORIAL DRIVE,,,ALTON,IL,62002,MADISON,6184637300,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",176,6954,23932,420834
140007,PRESENCE SAINT JOSEPH MEDICAL CENTER,333 N MADISON,,,JOLIET,IL,60435,WILL,8157257133,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",446,21735,98443,1923754
140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,701 WEST NORTH AVE,,,MELROSE PARK,IL,60160,COOK,7084504924,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",255,8004,28875,511370
140010,EVANSTON HOSPITAL,2650 RIDGE AVE,,,EVANSTON,IL,60201,COOK,8474328000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",789,35386,165354,4367008
140011,HERRIN HOSPITAL,201 S 14TH ST,,,HERRIN,IL,62948,WILLIAMSON,6189422171,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",114,5724,19847,502891
140012,KATHERINE SHAW BETHEA HOSPITAL,403 E 1ST ST,,,DIXON,IL,61021,LEE,8152885531,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",80,2955,9220,409674
140015,BLESSING HOSPITAL,BROADWAY AT 11TH STREET,,,QUINCY,IL,62301,ADAMS,2172235811,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",307,10323,41985,973039
140019,SHELBY MEMORIAL HOSPITAL,200 S CEDAR ST,,,SHELBYVILLE,IL,62565,SHELBY,2177743961,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",30,557,1559,31661
140033,VISTA MEDICAL CENTER WEST,2615 WASHINGTON ST,,,WAUKEGAN,IL,60085,LAKE,8472493900,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",67,495,3632,95694
140040,GALESBURG COTTAGE HOSPITAL,695 N KELLOGG ST,,,GALESBURG,IL,61401,KNOX,3093454555,Acute Care Hospitals,Proprietary,"Yes",142,2388,11051,358973
140043,CGH MEDICAL CENTER,100 EAST LEFEVRE ROAD,,,STERLING,IL,61081,WHITESIDE,8156250400,Acute Care Hospitals,Government - Local,"Yes",95,4518,15335,711523
140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,,,CHICAGO,IL,60617,COOK,7739672000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",188,9694,40468,550954
140049,WEST SUBURBAN MEDICAL CENTER,3 ERIE COURT,,,OAK PARK,IL,60302,COOK,7083836200,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",193,8007,33177,712267
140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,,,SKOKIE,IL,60076,COOK,8476779600,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",156,6535,29006,557818
140058,PASSAVANT AREA HOSPITAL,1600 W WALNUT ST,,,JACKSONVILLE,IL,62650,MORGAN,2172459551,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",108,3023,10359,291322
140059,JERSEY COMMUNITY HOSPITAL,400 MAPLE SUMMIT ROAD,,,JERSEYVILLE,IL,62052,JERSEY,6184986402,Acute Care Hospitals,Government - Local,"Yes",46,926,3104,75575
140062,PALOS COMMUNITY HOSPITAL,12251 SOUTH 80TH AVENUE,,,PALOS HEIGHTS,IL,60463,COOK,7089234000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",391,17864,80789,1378777
140063,RUSH OAK PARK HOSPITAL,520 S MAPLE AVE,,,OAK PARK,IL,60304,COOK,7083839300,Acute Care Hospitals,Voluntary non-profit - Church,"No",237,4184,17722,413251
140065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 S WILLOW SPRINGS RD,,,LA GRANGE,IL,60525,COOK,7083521200,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",159,7671,34283,581557
140068,ROSELAND COMMUNITY HOSPITAL,45 W 111TH STREET,,,CHICAGO,IL,60628,COOK,7739953000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",134,3694,18649,134375
140080,PRESENCE SAINT FRANCIS HOSPITAL,355 RIDGE AVE,,,EVANSTON,IL,60202,COOK,8473164000,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",193,7615,35525,711823
140083,LORETTO HOSPITAL,645 SOUTH CENTRAL AVE,,,CHICAGO,IL,60644,COOK,7736264300,Acute Care Hospitals,Proprietary,"Yes",160,4890,24277,59874
140084,VISTA MEDICAL CENTER EAST,1324 NORTH SHERIDAN ROAD,,,WAUKEGAN,IL,60085,LAKE,8473604000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",190,11121,47535,1095660
140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,,,CHICAGO,IL,60637,COOK,7737021000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",623,28498,181190,5408685
140093,PRESENCE UNITED SAMARITANS MEDICAL CENTER,812 N LOGAN,,,DANVILLE,IL,61832,VERMILION,2174435000,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",172,6056,22222,504633
140095,SAINT ANTHONY HOSPITAL,2875 WEST 19TH STREET,,,CHICAGO,IL,60623,COOK,7735211710,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",224,11189,54781,1677479
140113,PRESENCE COVENANT MEDICAL CENTER,1400 WEST PARK AVENUE,,,URBANA,IL,61801,CHAMPAIGN,2173372000,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",194,7365,26022,588435
140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,,,CHICAGO,IL,60625,COOK,7738788200,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",316,12574,55760,1377039
140115,THOREK MEMORIAL HOSPITAL,850 W IRVING PARK RD,,,CHICAGO,IL,60613,COOK,3125256780,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",156,4785,22380,139574
140117,PRESENCE RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,,,CHICAGO,IL,60631,COOK,7737748000,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",545,11708,55357,1218639
140118,METROSOUTH MEDICAL CENTER,12935 S GREGORY,,,BLUE ISLAND,IL,60406,COOK,7085972000,Acute Care Hospitals,Proprietary,"Yes",302,8119,34892,587828
140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,,,CHICAGO,IL,60612,COOK,3129425000,Acute Care Hospitals,Voluntary non-profit - Private,"No",679,29695,154363,4373979
140125,GATEWAY REGIONAL MEDICAL CENTER,2100 MADISON AVENUE,,,GRANITE CITY,IL,62040,MADISON,6187983175,Acute Care Hospitals,Proprietary,"Yes",351,5970,29539,813535
140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,,,CHICAGO,IL,60629,COOK,7734718000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",358,15967,70233,1682782
140135,DECATUR MEMORIAL HOSPITAL,2300 NORTH EDWARD STREET,,,DECATUR,IL,62526,MACON,2178778121,Acute Care Hospitals,Voluntary non-profit - Other,"No",206,10342,38620,810960
140147,RICHLAND MEMORIAL HOSPITAL,800 EAST LOCUST,,,OLNEY,IL,62450,RICHLAND,6183952131,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",91,1434,5197,157832
140148,MEMORIAL MEDICAL CENTER,701 N FIRST ST,,,SPRINGFIELD,IL,62781,SANGAMON,2177883000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",423,16684,79369,2235650
140160,FHN MEMORIAL HOSPITAL,1045 WEST STEPHENSON STREET,,,FREEPORT,IL,61032,STEPHENSON,8152354131,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",100,4091,15801,408243
140164,MEMORIAL HOSPITAL OF CARBONDALE,405 W JACKSON,,,CARBONDALE,IL,62902,JACKSON,6185490721,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",159,10516,37749,733594
140167,IROQUOIS MEMORIAL HOSPITAL,200 FAIRMAN STREET,,,WATSEKA,IL,60970,IROQUOIS,8154325201,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",60,798,2279,78260
140174,PRESENCE MERCY MEDICAL CENTER,1325 N HIGHLAND AVENUE,,,AURORA,IL,60506,KANE,6308592222,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",293,7849,32989,946242
140177,JACKSON PARK HOSPITAL,7531 S STONY ISLAND AVE,,,CHICAGO,IL,60649,COOK,7739477500,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",201,7930,34944,274074
140179,LITTLE COMPANY OF MARY HOSPITAL,2800 W 95TH ST,,,EVERGREEN PARK,IL,60805,COOK,7084226200,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",254,11696,51879,964695
140181,SOUTH SHORE HOSPITAL,8012 SOUTH CRANDON AVENUE,,,CHICAGO,IL,60617,COOK,7737680810,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",137,3428,23089,118533
140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,,,CHICAGO,IL,60657,COOK,7739751600,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",316,12408,56569,1323610
140184,HEARTLAND REGIONAL MEDICAL CENTER,3333 W DE YOUNG,,,MARION,IL,62959,WILLIAMSON,6189987000,Acute Care Hospitals,Proprietary,"Yes",98,4803,15830,559400
140185,MEMORIAL HOSPITAL,4500 MEMORIAL DRIVE,,,BELLEVILLE,IL,62226,SAINT CLAIR,6182337750,Acute Care Hospitals,Voluntary non-profit - Private,"No",418,21105,96014,2517111
140186,RIVERSIDE MEDICAL CENTER,350 N WALL ST,,,KANKAKEE,IL,60901,KANKAKEE,8159331671,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",330,10295,50331,869296
140189,SARAH BUSH LINCOLN HEALTH CENTER,1000 HEALTH CENTER DRIVE P O BOX 372,,,MATTOON,IL,61938,COLES,2172582572,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",106,6455,23272,583582
140191,INGALLS MEMORIAL HOSPITAL,ONE INGALLS DRIVE,,,HARVEY,IL,60426,COOK,7083332300,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",326,13205,59260,1169709
140197,METHODIST HOSPITAL OF CHICAGO,5025 N PAULINA STREET,,,CHICAGO,IL,60640,COOK,7732719040,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",145,4324,22450,58414
140200,ELMHURST MEMORIAL HOSPITAL,155 EAST BRUSH HILL ROAD,,,ELMHURST,IL,60126,DUPAGE,6308331400,Acute Care Hospitals,Proprietary,"Yes",282,15407,72424,1765267
140202,ADVOCATE CONDELL MEDICAL CENTER,801 S MILWAUKEE AVE,,,LIBERTYVILLE,IL,60048,LAKE,8479905200,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",271,16172,61953,1470840
140210,HARRISBURG MEDICAL CENTER,100 DOCTOR WARREN TUTTLE DR,,,HARRISBURG,IL,62946,SALINE,6182537671,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",76,1723,4569,145413
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,1775 DEMPSTER ST,,,PARK RIDGE,IL,60068,COOK,8477232210,Acute Care Hospitals,Voluntary non-profit - Church,"No",625,30003,132083,2083843
140231,EDWARD HOSPITAL,801 SOUTH WASHINGTON,,,NAPERVILLE,IL,60540,DUPAGE,6305273000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",298,22384,92976,2474876
140234,ILLINOIS VALLEY COMMUNITY HOSPITAL,925 WEST ST,,,PERU,IL,61354,LA SALLE,8152233300,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",56,2458,8007,234055
140239,ROCKFORD MEMORIAL HOSPITAL,2400 NORTH ROCKTON AVENUE,,,ROCKFORD,IL,61103,WINNEBAGO,8159686861,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",325,12916,61809,994109
140242,CENTRAL DUPAGE HOSPITAL,25 NORTH WINFIELD ROAD,,,WINFIELD,IL,60190,DUPAGE,6306821600,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",379,20344,92000,3350086
140250,ADVOCATE SOUTH SUBURBAN HOSPITAL,17800 S KEDZIE AVE,,,HAZEL CREST,IL,60429,COOK,7087998000,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",284,9602,42331,822033
140252,NORTHWEST COMMUNITY HOSPITAL,800 W CENTRAL ROAD,,,ARLINGTON HEIGHTS,IL,60005,COOK,8476181000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",368,18485,79281,1599243
140258,ALEXIAN BROTHERS MEDICAL CENTER,800 W BIESTERFIELD RD,,,ELK GROVE VILLAGE,IL,60007,COOK,8474375500,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",353,16327,79716,1967689
140280,TRINITY ROCK ISLAND,2701 17TH ST,,,ROCK ISLAND,IL,61201,ROCK ISLAND,3097795000,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",350,13297,59105,855023
140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,,,CHICAGO,IL,60611,COOK,3129262000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",875,45015,244034,4727682
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,3815 HIGHLAND AVENUE,,,DOWNERS GROVE,IL,60515,DUPAGE,6302755900,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",326,14447,60797,1250268
140289,ANDERSON HOSPITAL,6800 STATE ROUTE 162,,,MARYVILLE,IL,62062,MADISON,6182885711,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",154,6722,25617,422183
140291,ADVOCATE GOOD SHEPHERD HOSPITAL,450 WEST HIGHWAY 22,,,BARRINGTON,IL,60010,LAKE,8473819600,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",159,9432,40673,803566
140294,CROSSROADS COMMUNITY HOSPITAL,8 DOCTORS PARK ROAD,,,MOUNT VERNON,IL,62864,JEFFERSON,6182445500,Acute Care Hospitals,Proprietary,"Yes",47,1175,3722,181832
140304,ADVENTIST BOLINGBROOK HOSPITAL,500 REMINGTON BOULEVARD,,,BOLINGBROOK,IL,60440,WILL,6302268100,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",138,5549,20611,432554
14034,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,,,NORTH CHICAGO                 ,IL,60064,LAKE,8476881900,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,"NO",0,0,0,0
141304,"""GENESIS MEDICAL CENTER"," ALEDO""",409 NW 9TH AVENUE,,,ALEDO,IL,61231,MERCER,3095825301,Critical Access Hospitals,Voluntary non-profit - Other,Davenport,0,0,0
141306,COMMUNITY MEMORIAL HOSPITAL,400 CALDWELL,,,STAUNTON,IL,62088,MACOUPIN,6186352200,Critical Access Hospitals,Voluntary non-profit - Private,"Yes",201,12187,53712,1355581
141337,PERRY MEMORIAL HOSPITAL,530 PARK AVENUE EAST,,,PRINCETON,IL,61356,BUREAU,8158752811,Critical Access Hospitals,Government - Local,"Yes",26,292,956,18424
150006,INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL,1007 LINCOLNWAY,,,LA PORTE,IN,46350,LA PORTE,2193261234,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",145,4443,18926,448375
150009,CLARK MEMORIAL HOSPITAL,1220 MISSOURI AVE,,,JEFFERSONVILLE,IN,47130,CLARK,8122832142,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",189,11356,48372,449687
150011,MARION GENERAL HOSPITAL,441 N WABASH AVE,,,MARION,IN,46952,GRANT,7656606000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",115,4998,20006,395212
150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,5215 HOLY CROSS PKWY,,,MISHAWAKA,IN,46545,ST JOSEPH,5743355000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",114,4343,17839,350448
150017,LUTHERAN HOSPITAL OF INDIANA,7950 W JEFFERSON BLVD,,,FORT WAYNE,IN,46804,ALLEN,2604357001,Acute Care Hospitals,Proprietary,"Yes",383,20012,102747,2265080
150018,ELKHART GENERAL HOSPITAL,600 E BLVD,,,ELKHART,IN,46514,ELKHART,5742942621,Acute Care Hospitals,Government - Local,"Yes",269,11495,49224,792057
150021,PARKVIEW REGIONAL MEDICAL CENTER,11109 PARKVIEW PLAZA DRIVE,,,FORT WAYNE,IN,46805,ALLEN,2603734000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",678,26873,135824,2320597
150035,PORTER REGIONAL HOSPITAL,85 EAST US HWY 6,,,VALPARAISO,IN,46383,PORTER,2199838300,Acute Care Hospitals,Proprietary,"Yes",249,12988,58485,1500557
150037,HANCOCK REGIONAL HOSPITAL,801 N STATE ST,,,GREENFIELD,IN,46140,HANCOCK,3174684410,Acute Care Hospitals,Government - Local,"Yes",76,2579,8635,229412
150044,FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES,1850 STATE ST,,,NEW ALBANY,IN,47150,FLOYD,8129495500,Acute Care Hospitals,Government - Local,"Yes",211,13273,59275,918313
150046,TERRE HAUTE REGIONAL HOSPITAL,3901 S SEVENTH ST,,,TERRE HAUTE,IN,47802,VIGO,8122320021,Acute Care Hospitals,Proprietary,"Yes",191,5095,21937,589330
150051,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,601 W SECOND ST,,,BLOOMINGTON,IN,47403,MONROE,8123539555,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",284,11961,53654,897590
150061,DAVIESS COMMUNITY HOSPITAL,1314 E WALNUT ST,,,WASHINGTON,IN,47501,DAVIESS,8122542760,Acute Care Hospitals,Voluntary non-profit - Other,"Yes",74,1561,5405,113545
150064,FAYETTE REGIONAL HEALTH SYSTEM,1941 VIRGINIA AVE,,,CONNERSVILLE,IN,47331,FAYETTE,7658255131,Acute Care Hospitals,Proprietary,"Yes",77,1067,3565,112125
150065,SCHNECK MEDICAL CENTER,411 W TIPTON ST,,,SEYMOUR,IN,47274,JACKSON,8125222349,Acute Care Hospitals,Government - Local,"Yes",93,3416,14339,296412
150074,COMMUNITY HOSPITAL EAST,1500 N RITTER AVE,,,INDIANAPOLIS,IN,46219,MARION,3173555411,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",309,13156,61972,1341593
150075,BLUFFTON REGIONAL MEDICAL CENTER,303 S MAIN ST,,,BLUFFTON,IN,46714,WELLS,2608243210,Acute Care Hospitals,Proprietary,"Yes",75,1638,6369,153995
150086,DEARBORN COUNTY HOSPITAL,600 WILSON CREEK RD,,,LAWRENCEBURG,IN,47025,DEARBORN,8125371010,Acute Care Hospitals,Government - Local,"Yes",78,4364,16262,197513
150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,2401 UNIVERSITY AVE,,,MUNCIE,IN,47303,DELAWARE,7657473111,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",314,17485,75587,1449394
150091,PARKVIEW HUNTINGTON HOSPITAL,2001 STULTS RD,,,HUNTINGTON,IN,46750,HUNTINGTON,2603553000,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",36,1739,6017,140201
150097,MAJOR HOSPITAL,150 W WASHINGTON ST,,,SHELBYVILLE,IN,46176,SHELBY,3173923211,Acute Care Hospitals,Government - Local,"Yes",61,2790,10286,256817
150101,PARKVIEW WHITLEY HOSPITAL,1260 E SR 205,,,COLUMBIA CITY,IN,46725,WHITLEY,2602489301,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",105,1385,4846,123585
150102,INDIANA UNIVERSITY HEALTH STARKE HOSPITAL,102 E CULVER RD,,,KNOX,IN,46534,STARKE,5747721100,Acute Care Hospitals,Proprietary,"Yes",50,540,1878,75092
150112,COLUMBUS REGIONAL HOSPITAL,2400 E 17TH ST,,,COLUMBUS,IN,47201,BARTHOLOMEW,8123794441,Acute Care Hospitals,Government - Local,"Yes",168,8416,31929,497442
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,800 W 9TH ST,,,JASPER,IN,47546,DUBOIS,8129962345,Acute Care Hospitals,Voluntary non-profit - Church,"Yes",158,5941,17196,417453
150128,COMMUNITY HOSPITAL SOUTH,1402 E COUNTY LINE RD S,,,INDIANAPOLIS,IN,46227,MARION,3178877112,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",156,7275,34100,643948
150133,KOSCIUSKO COMMUNITY HOSPITAL,2101 E DUBOIS DR,,,WARSAW,IN,46580,KOSCIUSKO,5742673200,Acute Care Hospitals,Proprietary,"Yes",72,3486,12006,462338
150146,PARKVIEW NOBLE HOSPITAL,401 SAWYER RD,,,KENDALLVILLE,IN,46755,NOBLE,2603478700,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",31,1632,6009,149244
150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,11700 N MERIDIAN ST,,,CARMEL,IN,46032,HAMILTON,3176882000,Acute Care Hospitals,Proprietary,"Yes",149,8752,31491,568275
150164,MONROE HOSPITAL,4011 S MONROE MEDICAL PARK BLVD,,,BLOOMINGTON,IN,47403,MONROE,8128251111,Acute Care Hospitals,Proprietary,"Yes",32,1097,3962,90920
150165,FRANCISCAN HEALTHCARE - MUNSTER,701 SUPERIOR AVE,,,MUNSTER,IN,46321,LAKE,2199224200,Acute Care Hospitals,Proprietary,"No",55,731,3984,207652
150166,PINNACLE HOSPITAL,9301 CONNECTICUT DR,,,CROWN POINT,IN,46307,LAKE,2197562100,Acute Care Hospitals,Physician,"No",18,688,2589,76665
150169,COMMUNITY HOSPITAL NORTH,7150 CLEARVISTA DR,,,INDIANAPOLIS,IN,46256,MARION,3176215335,Acute Care Hospitals,Voluntary non-profit - Private,"Yes",303,13677,76234,1081651
